timestamp_us,value
0,0.000000981590
125,0.000000590572
250,-0.000001410826
375,0.000001178628
500,0.000001364440
625,-0.000001386876
750,0.000001031455
875,0.000000821304
1000,0.000000379545
1125,-0.000000152765
1250,-0.000001460318
1375,-0.000000057725
1500,0.000000316663
1625,0.000000508637
1750,-0.000001821103
1875,-0.000001545119
2000,0.000000201025
2125,0.000002007721
2250,0.000003705539
2375,-0.000000030207
2500,-0.000000189742
2625,0.000000846846
2750,-0.000000590249
2875,0.000000080977
3000,-0.000000534941
3125,-0.000000685197
3250,0.000000915545
3375,0.000001025706
3500,-0.000001283448
3625,-0.000000637432
3750,0.000000232551
3875,-0.000000596908
4000,0.000000464773
4125,0.000000094563
4250,-0.000000457998
4375,-0.000000976447
4500,-0.000000334592
4625,-0.000000212830
4750,0.000000027424
4875,0.000000504075
5000,-0.000001321602
5125,-0.000000611681
5250,0.000001474320
5375,-0.000000259032
5500,-0.000001236765
5625,0.000000071065
5750,0.000000925151
5875,0.000002318504
6000,0.000001235499
6125,-0.000001525632
6250,-0.000000674923
6375,0.000000062988
6500,0.000000008164
6625,0.000001474093
6750,0.000001028965
6875,0.000000221091
7000,0.000000196918
7125,0.000000945393
7250,0.000002139136
7375,-0.000000124024
7500,-0.000001640565
7625,-0.000000331770
7750,0.000000335085
7875,0.000000059018
8000,-0.000001639987
8125,-0.000000892421
8250,-0.000000557495
8375,0.000000029914
8500,0.000000619122
8625,-0.000000615288
8750,-0.000000900771
8875,0.000000058372
9000,0.000000878538
9125,0.000000694455
9250,0.000000597193
9375,-0.000000639730
9500,-0.000000736555
9625,0.000000223460
9750,0.000000440202
9875,0.000001457606
10000,0.000001474674
10125,-0.000000480650
10250,-0.000000857414
10375,0.000000182117
10500,0.000000497612
10625,0.000000117442
10750,0.000000216869
10875,-0.000001199071
11000,-0.000000739467
11125,0.000000735720
11250,0.000000230503
11375,-0.000001214283
11500,-0.000001094319
11625,-0.000000032686
11750,-0.000000245596
11875,-0.000000492999
12000,-0.000000334629
12125,0.000001285052
12250,-0.000000168519
12375,0.000000029313
12500,0.000000036216
12625,-0.000000587633
12750,0.000001063810
12875,-0.000000066874
13000,0.000001033778
13125,0.000000167398
13250,-0.000001770537
13375,0.000000138676
13500,0.000000278776
13625,0.000001295311
13750,0.000000692143
13875,-0.000000096542
14000,-0.000000015458
14125,-0.000000260096
14250,0.000000737174
14375,-0.000001356978
14500,-0.000000929130
14625,-0.000000757137
14750,-0.000000144277
14875,0.000000572164
15000,-0.000001617156
15125,-0.000000065311
15250,0.000000034750
15375,-0.000001726666
15500,-0.000000350924
15625,0.000000543271
15750,-0.000000952986
15875,-0.000000973099
16000,0.000000387750
16125,0.000000857008
16250,0.000000251067
16375,0.000000294578
16500,-0.000001331030
16625,-0.000002822146
16750,-0.000000012661
16875,0.000001008863
17000,0.000000465244
17125,0.000000942041
17250,0.000000819568
17375,0.000000311952
17500,-0.000000065304
17625,-0.000000247618
17750,0.000001100648
17875,-0.000000162450
18000,-0.000003021364
18125,0.000000089208
18250,0.000000250147
18375,-0.000001178019
18500,-0.000000301343
18625,0.000000655904
18750,0.000002362623
18875,-0.000000523100
19000,-0.000001037243
19125,0.000000706734
19250,-0.000001173033
19375,-0.000001639426
19500,0.000000107534
19625,-0.000000033126
19750,0.000000472438
19875,0.000003543053
20000,0.000001396382
20125,-0.000001632820
20250,-0.000000394729
20375,-0.000001138247
20500,-0.000001006569
20625,0.000000486985
20750,-0.000000592355
20875,-0.000000173730
21000,0.000000629333
21125,-0.000000544068
21250,-0.000001037531
21375,0.000000878225
21500,-0.000000025558
21625,-0.000001307267
21750,0.000000002206
21875,-0.000000442781
22000,0.000000225403
22125,-0.000000818913
22250,-0.000000791962
22375,0.000001628994
22500,0.000000420220
22625,-0.000000625730
22750,-0.000000017014
22875,-0.000001630030
23000,-0.000000412148
23125,0.000000810643
23250,-0.000000064933
23375,-0.000000488555
23500,-0.000000360029
23625,0.000000670225
23750,0.000000778847
23875,-0.000001158832
24000,-0.000001583957
24125,0.000001549652
24250,0.000000126198
24375,-0.000000956466
24500,0.000000167191
24625,-0.000001101024
24750,-0.000000198425
24875,0.000001527733
25000,0.000000875493
25125,0.000000467928
25250,0.000000513028
25375,-0.000000348002
25500,-0.000000331264
25625,0.000000619904
25750,-0.000000604806
25875,0.000000968656
26000,0.000000938363
26125,-0.000000183398
26250,-0.000000242964
26375,0.000000658193
26500,0.000000375741
26625,-0.000000405166
26750,0.000000154016
26875,-0.000002463036
27000,-0.000000856986
27125,-0.000000522891
27250,0.000000443363
27375,0.000000850177
27500,-0.000000055274
27625,0.000001650358
27750,0.000000378379
27875,-0.000000192409
28000,0.000001788369
28125,0.000000075785
28250,-0.000001410038
28375,-0.000000292781
28500,0.000000942276
28625,0.000000390146
28750,-0.000000290237
28875,0.000000010817
29000,-0.000001154228
29125,0.000000304693
29250,0.000000681893
29375,0.000000209222
29500,0.000000164103
29625,-0.000000703601
29750,-0.000000222162
29875,-0.000000088104
30000,-0.000000537535
30125,0.000000682316
30250,0.000000601541
30375,-0.000000009275
30500,-0.000000345294
30625,-0.000000576913
30750,0.000000197244
30875,-0.000000428546
31000,-0.000000135340
31125,0.000000121924
31250,-0.000000838948
31375,0.000000753869
31500,-0.000000705413
31625,-0.000000473411
31750,0.000000392919
31875,-0.000001778830
32000,0.000000208841
32125,0.000000050202
32250,-0.000000588517
32375,-0.000000587019
32500,-0.000000779390
32625,0.000000460136
32750,-0.000000455211
32875,-0.000000914396
33000,0.000000690244
33125,-0.000000390183
33250,0.000000469755
33375,0.000000333481
33500,-0.000000871379
33625,0.000000793823
33750,0.000000620383
33875,-0.000000238166
34000,-0.000000685422
34125,0.000000291250
34250,0.000000686292
34375,0.000000713146
34500,0.000001231981
34625,0.000000692376
34750,-0.000000458459
34875,-0.000000119557
35000,-0.000001390050
35125,-0.000000003811
35250,0.000001268680
35375,0.000000516154
35500,0.000000780917
35625,-0.000001033894
35750,0.000001259563
35875,0.000002376261
36000,-0.000000707606
36125,-0.000000519611
36250,0.000000255668
36375,-0.000000582787
36500,0.000000363247
36625,-0.000000423664
36750,-0.000001620510
36875,-0.000001111207
37000,-0.000000378891
37125,0.000000119205
37250,0.000000505503
37375,0.000000236538
37500,-0.000001051851
37625,-0.000001344420
37750,0.000001440728
37875,0.000000205151
38000,-0.000002222748
38125,-0.000000193605
38250,-0.000000659658
38375,-0.000000333019
38500,0.000000400077
38625,-0.000000109206
38750,-0.000001047619
38875,0.000000922864
39000,0.000000636502
39125,-0.000000204658
39250,0.000001304018
39375,0.000000228227
39500,0.000000027466
39625,0.000002050594
39750,0.000000591618
39875,-0.000000582877
40000,0.000001640272
40125,-0.000000732359
40250,-0.000001033479
40375,0.000000184304
40500,0.000001821078
40625,0.000001765909
40750,-0.000001155866
40875,-0.000001037587
41000,0.000000301402
41125,0.000001743573
41250,0.000000890504
41375,-0.000000089291
41500,-0.000000241088
41625,0.000000761910
41750,0.000001616046
41875,-0.000000365891
42000,0.000000035694
42125,0.000001086044
42250,-0.000000169733
42375,-0.000000759897
42500,0.000000326843
42625,0.000001159667
42750,0.000000171646
42875,-0.000002036998
43000,-0.000000809684
43125,0.000000713907
43250,-0.000000408201
43375,-0.000000867297
43500,-0.000000086454
43625,0.000000484875
43750,0.000001292164
43875,0.000001440269
44000,-0.000000181559
44125,0.000000564185
44250,-0.000000172260
44375,-0.000001122065
44500,-0.000001005535
44625,-0.000000573421
44750,-0.000000520600
44875,0.000000336849
45000,0.000000122565
45125,0.000000379879
45250,0.000001934977
45375,-0.000000383017
45500,0.000000336686
45625,0.000001537590
45750,0.000000168849
45875,-0.000000713571
46000,-0.000001177452
46125,0.000000351245
46250,-0.000000114455
46375,-0.000000635772
46500,-0.000000113099
46625,-0.000000873284
46750,0.000000515629
46875,-0.000000808937
47000,-0.000000789624
47125,0.000000696014
47250,0.000000909948
47375,0.000000631056
47500,-0.000000137333
47625,-0.000000740920
47750,0.000000045385
47875,0.000001074833
48000,-0.000001774612
48125,-0.000001603094
48250,0.000000352404
48375,0.000001486453
48500,0.000000008381
48625,-0.000001657460
48750,-0.000000138299
48875,0.000001006557
49000,0.000000130881
49125,0.000000527136
49250,0.000000291798
49375,-0.000000793502
49500,-0.000000061415
49625,-0.000001392861
49750,-0.000000329029
49875,0.000000792652
50000,0.000000951615
50125,-0.000000096025
50250,-0.000001912213
50375,-0.000000366717
50500,-0.000000662661
50625,-0.000001093532
50750,0.000001150403
50875,0.000001123504
51000,-0.000000071411
51125,-0.000000559824
51250,-0.000000383389
51375,0.000000193943
51500,-0.000001287691
51625,-0.000001251226
51750,0.000000897313
51875,0.000000700057
52000,0.000000024169
52125,0.000000116171
52250,0.000000618536
52375,-0.000000100096
52500,-0.000000091452
52625,0.000000695814
52750,-0.000000576389
52875,0.000000679233
53000,-0.000000041613
53125,0.000000860043
53250,0.000001199869
53375,-0.000001126674
53500,0.000000190186
53625,-0.000000091427
53750,0.000000035393
53875,0.000000511675
54000,-0.000001522947
54125,-0.000001527224
54250,0.000000075976
54375,-0.000000968022
54500,-0.000001036661
54625,0.000000299830
54750,0.000000228792
54875,0.000000042089
55000,0.000000861051
55125,-0.000000469536
55250,-0.000002857521
55375,0.000000126878
55500,0.000000944947
55625,-0.000001856811
55750,0.000000137384
55875,0.000001170161
56000,0.000001141966
56125,-0.000000240339
56250,-0.000000992122
56375,0.000000029969
56500,-0.000001253064
56625,-0.000001872584
56750,-0.000000799059
56875,0.000001046419
57000,0.000001117254
57125,-0.000000705591
57250,-0.000000795106
57375,0.000000314487
57500,0.000000691573
57625,0.000000128134
57750,-0.000000177696
57875,0.000001571457
58000,0.000001081452
58125,0.000001304614
58250,0.000000840621
58375,-0.000000816144
58500,0.000000437211
58625,0.000000258189
58750,-0.000000141948
58875,0.000000706320
59000,0.000000509058
59125,-0.000000144216
59250,0.000000802031
59375,0.000001567506
59500,-0.000000871090
59625,-0.000001383561
59750,-0.000000056766
59875,-0.000000227818
60000,0.000000037053
60125,0.000000359438
60250,0.000001295867
60375,0.000001711924
60500,0.000000994166
60625,0.000000167523
60750,0.000000174104
60875,-0.000001653278
61000,-0.000001188425
61125,0.000000071322
61250,-0.000000666607
61375,0.000001247380
61500,0.000000579353
61625,-0.000000054858
61750,-0.000000186506
61875,-0.000002055283
62000,-0.000001735013
62125,-0.000000387658
62250,0.000001487523
62375,0.000002072121
62500,-0.000000098496
62625,-0.000000090513
62750,0.000001126563
62875,0.000000931167
63000,0.000000411007
63125,-0.000000695802
63250,-0.000000413662
63375,-0.000000557316
63500,0.000000295876
63625,0.000000900315
63750,-0.000000402916
63875,-0.000002233679
64000,-0.000002053978
64125,0.000000765720
64250,0.000001751709
64375,0.000000929150
64500,-0.000000860720
64625,0.000000629028
64750,0.000001756910
64875,0.000000951845
65000,0.000000060272
65125,-0.000000752920
65250,-0.000001321741
65375,-0.000000993270
65500,-0.000000501282
65625,-0.000000980002
65750,0.000001161520
65875,0.000000419031
66000,-0.000000461791
66125,0.000000576202
66250,0.000000214172
66375,0.000001128580
66500,0.000001471854
66625,-0.000000228334
66750,-0.000000405725
66875,0.000000503619
67000,0.000000557144
67125,0.000000458786
67250,-0.000001533040
67375,-0.000000073132
67500,0.000001816503
67625,-0.000000505483
67750,-0.000002021506
67875,-0.000000239309
68000,0.000001403716
68125,-0.000000042333
68250,-0.000000472562
68375,-0.000000544792
68500,-0.000001211265
68625,-0.000002341730
68750,-0.000000251100
68875,0.000001131133
69000,0.000000986253
69125,0.000000249099
69250,-0.000001595424
69375,0.000001021912
69500,0.000000752307
69625,-0.000000004092
69750,0.000001464694
69875,-0.000000015604
70000,-0.000001394598
70125,-0.000000184177
70250,-0.000000456029
70375,-0.000000548299
70500,0.000000039905
70625,0.000000134235
